Interest_Rate,Loan_Amount,Employment_Length,Age,Income,Credit_Score,Debt_To_Income,Home_Ownership,Purpose,Region
0.8829746611788578,0.7533853498481133,0.2748892626572726,-0.29762812467160765,-0.6216735225553683,-1.1211307025533537,-1.1327656580297487,0.20105930543408865,-1.2324761431827826,-1.21241729349941
-1.2586488244150198,-1.0181621528108653,-0.41119008073592855,0.02515077334141937,1.2410783146094722,-0.72215198093642,0.6765997669953461,-1.490643084634202,0.6475543659934903,0.7590925163579587
-0.4989389980795856,1.1321367119087657,0.07579895718148535,-0.9051080683415095,0.9944562658325932,0.1097259990578026,0.17696701238074644,-0.070125818298063,1.5487036006119819,0.9210318482906216
1.2099025501368759,0.7635318616968673,0.07081759096270508,0.2866715408298527,1.2802579279625006,0.9994547164619652,1.3130792437506342,0.2857278737878481,-1.145501266431621,0.13771384294457314
0.8068872167676755,-1.0727851501369423,-0.49194501440602545,0.3901329417269345,-1.749983142485724,-0.09127257881001807,-0.40395958907575014,0.2942165719697933,0.09175730666072629,-0.1910424193883307
1.7929460424681842,1.6950506292638305,-0.005240822352118464,-0.8631940729090289,1.9090973892526433,0.8831956114693578,-1.2727863647939492,0.4106214641986113,0.12784630246203624,1.3582303211706954
-1.5200263035502406,-0.2357165197252929,-0.40995608277585327,-0.21694854755589832,0.036042358807478594,0.8135672922244207,0.547318325158945,-1.1903163976728863,0.37915235080840076,-0.978070963388729
-0.0293045770318751,0.3327088390763487,0.23851038543967357,-0.3311300423141481,1.9591832395528617,-1.6574298409452224,-0.5377676876833692,0.9419313874050107,0.25670013026657096,-0.24576396209533538
-0.30861744151901277,-0.0736912506885223,1.336283215606953,-0.4436089435615633,-0.26421726681035207,0.3738642058951387,-1.3099661701702834,-0.18898806864893203,-0.06762979941576931,0.6002597351615682
-0.6551559235552307,0.570871209195093,0.6681384326597206,1.2001316935228519,-0.2278523167575902,-0.16422200664767939,-0.585731427116876,-1.050036496406619,1.1629273884123665,0.6200812264802797
0.05037004532109578,0.9384994907276583,-0.45386046537799596,-0.942585754605674,0.08420495547754295,-0.8521033247269333,-0.33789218597471965,-1.417530190824805,-2.054677035932353,1.5944404363939597
0.1431482364772881,-1.2544146794077766,0.125395188837935,0.4273696775080173,-0.10804931485913528,-0.2270979780897351,-0.49366485778250363,-0.9937841939491342,-0.1742466522463626,-0.5102952931064091
-1.6421503993547055,1.0723587592714767,0.4585943092655856,-1.5137033717656487,-0.5682190211175244,0.15213344880704957,-0.4370584000463339,-1.8463361790541604,-0.3071705814983111,-0.4443993930526142
-0.17081651638461237,-0.4088037161039414,-0.7551052333299428,0.5346731723680567,0.4716848358866378,0.41197755450901674,0.005401953589838685,-0.558366600955563,-1.2510769736207774,0.633986885409056
-1.2838910094049552,-0.2642478745915728,-1.463423499979841,1.3071851878392489,-0.6276125950094295,0.19470212633376943,0.525097507701096,-0.6487343963244091,0.8312692763664932,0.10471156680820318
-0.42514801836119953,0.16308544638740277,1.434984889881035,0.007760726996420252,-1.0968459221290967,1.1830075790137915,-0.6285717756250526,-1.277701723404634,2.012845094168419,0.5774052970794492
0.011253072493787002,1.4150333988233839,1.90729220803588,-0.7430596575230254,0.08279982343350432,-0.809636506746767,0.2303097608823835,1.187662787748389,1.1580235391414153,-0.34408522103915623
1.8926092983365261,-1.2020478457343562,0.04200881607279761,-1.633782571199827,-0.07072829058594406,-1.2239974485239697,0.9112992236527442,-0.9797521118481577,0.8854095767395571,0.3558575499499388
1.426949032490555,-1.3796118715722714,0.6291179023675669,0.3658196499223883,-0.1698291419920726,0.1884263520800185,0.43067551317384617,-0.2551290578446319,-0.32832631128154194,-1.0152082837719048
-0.482849978277443,0.8661762363744268,0.9324293910656922,1.1957196922358926,1.2242702333660689,-2.330972912027709,-0.5920959157120571,1.5410607639787821,-0.2145555838401037,-1.2086142537532412
-0.8940865068497801,0.5322416581795569,1.7853949146466563,0.8026877977445186,0.7309094550232782,-0.7477383393656369,-0.3599017189755041,-0.23192106739465418,-0.4868225170567534,1.5725288084144433
1.0355552690910526,-1.5503287106716979,0.6101791334354651,0.6474630469907625,1.1180596122416382,2.030582712306547,1.8088217868581835,-0.6364622849398576,-0.2810999143417017,0.051721278530555484
-1.223445616696219,0.9350756169236101,0.9130019916982302,-0.6567383449282455,0.3728163047086232,-0.6625241471628225,1.1710476448689844,1.6422222449668915,0.9480160954672938,-0.15178650346170747
-0.7353981823870844,-0.33293237542168036,0.1517157031515978,-0.9545117637722321,-2.0271381135583866,0.3095338993102727,-1.640474764926286,-1.9050410300087235,1.5459178050829159,0.5583873276833576
0.6842457791315157,0.1951081693179209,0.5943730989192554,-0.24426483992487813,-1.8767160999738492,1.929026107213408,-0.4412900025662119,0.3417064686133315,0.2374691512916088,-0.6807007514650364
-0.8721619303782808,1.6364197591186815,1.5422306564252195,-0.9451050932311916,0.8930433533581768,-0.5521516524744148,-0.05031066102816245,0.04689617069566185,-1.33132308432439,0.44753774315943223
-0.9114016133326978,-1.8060921908315917,0.9175289236532574,-0.08494580244534183,0.5613737146680965,0.27499375058694864,-0.8076277074686027,-1.744048203601365,-0.2789786552653181,1.867848131596433
-0.1868561063595697,1.640320464413979,0.2821254906812255,0.10530077196762828,-0.7055904670845157,-1.3194741482484758,0.46962505463664533,-1.3693489174180495,0.968513974211208,1.5858493921732026
0.875013268049434,-1.3551839350140538,0.051246983895374916,0.2980576961463883,-0.750109296830313,-0.09346360764966827,-0.41036039364561944,-0.2994789620869903,0.3961963193521069,-1.3335025303450538
1.097517332026263,-0.9726443407960101,-0.6018570787350757,-0.004037653392693677,1.9519102812666445,1.0985613374103251,-0.8923824241967161,0.6887081827654532,0.013472058879110497,1.69136304998004
1.7271372761125827,0.019474943441870434,0.227156345938201,-1.0816759855420575,-0.27698072835903853,1.4071515654118618,-0.2309072379307225,-0.1534730006959152,0.4326307820928523,0.4416871688888384
-2.00026648395013,-0.6140508967727247,0.8037363789388433,0.6646038667891934,0.33922279447158044,-0.9253493295802013,-0.5276427972302712,-0.30245644499640123,-0.8964003097833536,0.0012848626474268035
