B1,B2,B3,C1,C2,S1,S2,S3,S4,S5
-0.0014093723641917032,0.008274257568285417,-0.0009407601674504411,-0.0049767640342383065,-0.0035780339654103988,-0.03473569246017101,-0.052187802883070525,0.008017097154847533,-0.002347838665596036,0.007723450820753515
-0.003500998082621451,-0.0016970065004310957,-0.0015754186202688804,-0.0069951242708674415,-0.004176184015426478,0.010437312270734116,0.028261400223524046,0.006942442037491478,0.021228425012187305,0.03661801094868621
0.0009715249144545216,7.287020845896065e-05,0.007595277194407394,0.014641755444553529,0.007090949939562109,0.004883991756143406,0.023709982880034473,-0.0005441451814853786,-0.020705718721128797,0.04133616580927322
0.006304474750218729,-0.006453527443872307,-0.0006466337905343572,0.0010782514743984156,-0.0020778030138030373,0.01775003278102102,0.016751928439431372,0.015495812078440759,-0.016385070039629364,-0.0028800995831439772
0.002039537794766237,0.014922991886986382,0.009990638908474533,0.004360837547686089,0.00418144053546906,0.0006238100743922796,0.019389590373306738,0.017016109395968954,-0.007228738913751435,0.030270111549052063
0.002686045963174769,-0.048725681904548325,-0.004099309828700027,0.00791038071704659,-0.0016289835421835557,-0.0024279456283811036,-0.013367163547601334,-0.003437887618830469,-0.0027208617780079174,-0.012271917493918923
-0.004736162844783009,-0.005857056531007848,-0.01592534157828339,-0.0062894716178167,-0.0069251021517716315,0.0021120813784208,0.007282043983194414,0.012783021334920158,-0.004318933110183942,0.011202537307135033
-0.010060142474195191,0.0017886014075291581,0.006604403925025619,-0.0019332319464554037,-0.0025470191778177173,0.006689799566752952,0.00729707200064325,-0.009257050478261405,-0.004533480966324076,-0.00047548926128746665
0.0005161081844597853,-0.029086512377329524,0.009326370207826536,-4.955322919988057e-05,0.0025125143270036407,0.0062545852555482995,0.04179357895843784,-0.014275517924383802,0.018530556591553574,-0.002158326160948075
-0.012110534316297857,0.011895362933786567,-0.01603819982608065,-0.002303347605899149,-0.005126225598133068,-0.0034727504230472133,-0.02305838604279191,-0.008116599627686516,0.01432535002462573,0.009051350872748972
-0.005888000985961741,0.02080268624377915,-0.0033503975870377875,-0.004269674099500703,-0.0010624398047794025,-0.003098934777470346,-0.017507988235407182,0.001824475130606924,0.005073595777691051,-0.014953374699952629
